time,time,dsdx_hf,dsdx_depavg,dsdx_model,dsdx_polaris,SMB_dsdz_highfreq,DMB_dsdz_highfreq,u_tidal_DMB,u_tidal_SMB,tidal_range_RWC_m,tidal_range_GG_m,SMB_Kd,DMB_Kd,sta32_Chla_mg_m3,sta32_Chla_calculated_mg_m3,sta32_DO_percsat,sta32_SPM_mg_L,sta32_sal_PSU,sta32_temp_degC,sta32_dsdz,sta32_Chla_comb_mg_m3,sta32_Kd_comb,sta32_Kd_depth_m,sta27_Chla_mg_m3,sta27_Chla_calculated_mg_m3,sta27_DO_percsat,sta27_SPM_mg_L,sta27_sal_PSU,sta27_temp_degC,sta27_dsdz,sta27_Chla_comb_mg_m3,sta27_Kd_comb,sta27_Kd_depth_m,DMB_SFEI_Chla_RFU,DMB_SFEI_Chla_microgL,DMB_SFEI_DO_percsat,DMB_SFEI_DO_mg_L,DMB_SFEI_Sal_PSU,SMB_SFEI_Chla_RFU,SMB_SFEI_Chla_microgL,SMB_SFEI_DO_percsat,SMB_SFEI_DO_mg_L,SMB_SFEI_Sal_PSU,DMB_lower_SpCond_uS_cm,DMB_upper_SpCond_uS_cm,SMB_lower_SpCond_uS_cm,SMB_upper_SpCond_uS_cm,UC_precip_mm,UC_solrad_w_sqm,UC_avg_wind_speed_m_sec,FRE_precip_mm,FRE_solrad_w_sqm,FRE_avg_wind_speed_m_sec,SJ_precip_mm,SJ_solrad_w_sqm,SJ_avg_wind_speed_m_sec,PSP_precip_mm,PSP_solrad_w_sqm,PSP_avg_wind_speed_m_sec,Moff_precip_mm,GUAD_discharge_cfs,COY_discharge_cfs,ALA_flood_channel_discharge_cfs,ALA_creek_discharge_cfs,Delta_discharge_cfs,sta27_tidal_vel
10/15/2006,10/15/2006,,,,,,,,0.644617,2.063,1.446,2.519313611,2.649110459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43156.25,43008.33333,0,27,1.4,,,,,,,0.1,51,1.5,0,32,22.7,1.17,21.1,11600,
10/16/2006,10/16/2006,,,,,,,,0.63464,2.049,1.407,2.904240297,3.457794451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43085.41667,42953.125,0,137,1.4,,,,,,,0.4,134,2.3,0,31.9,21.8,1.72,23.8,11300,
10/17/2006,10/17/2006,,0.123493,,0.140243902,,,,0.644272,2.061,1.379,3.122519153,3.948993177,4,4.4,80,18.1,26.36,17.18,-0.07,4,,,,4.8,89,37.3,28.89,17.16,-0.00375,4.8,2.19,2,,,,,,,,,,,,,43144.79167,42681.25,0,171,1.3,,,,,,,0,191,1.6,0,30.9,22.2,1.83,28.1,11300,-0.583775333
10/18/2006,10/18/2006,,,,,,,,0.715016,2.067,1.343,3.066924729,3.815191124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43218.75,42705.20833,0,171,1.1,,,,,,,0,191,1.4,0,30,24.8,1.24,26.7,10800,
10/19/2006,10/19/2006,,,,,,,,0.745452,2.079,1.365,3.190197859,3.785646566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43167.70833,42707.29167,0,163,0.9,,,,,,,0,180,1,0,28.9,25.5,1.07,26.8,10500,
10/20/2006,10/20/2006,,,,,,,,0.799084,2.166,1.46,3.207150872,3.652713677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43113.54167,42747.91667,0,162,0.9,,,,,,,0,182,0.9,0,29,24.2,1.19,24.7,10300,
10/21/2006,10/21/2006,,,,,,,,0.781495,2.273,1.526,3.100127408,3.377809373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43197.91667,42759.375,0,164,0.8,,,,,,,0.1,181,1,0,30.2,26.9,1.14,21.4,10300,
10/22/2006,10/22/2006,,,,,,,,0.809203,2.424,1.665,3.100072438,3.354325864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43211.45833,42809.375,0,145,0.8,,,,,,,0,178,0.9,0,29.6,25.4,1.2,21.8,10100,
10/23/2006,10/23/2006,,,,,,,,0.827467,2.527,1.791,3.163094243,3.645287843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43291.66667,42796.875,0,149,0.8,,,,,,,0.1,174,1,0,28.3,23.8,2.25,23.4,9990,
10/24/2006,10/24/2006,,,,,,,,0.822305,2.596,1.866,3.162427728,3.6078036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43236.45833,42926.04167,0,138,1,,,,,,,0.1,163,1.1,0,27.9,23.3,2.27,25.7,10000,
10/25/2006,10/25/2006,,,,,,,,0.812917,2.524,1.755,3.35840804,3.765652595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43213.54167,42914.58333,0,164,1.1,,,,,,,0.2,180,1.8,0,27.7,20.9,1.02,25.3,10700,
10/26/2006,10/26/2006,,,,,,,,0.795347,2.491,1.822,3.0526089,3.186662016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43233.33333,43002.08333,0,158,0.8,,,,,,,0,172,1.2,0,27.2,19.8,1.04,21.8,10000,
10/27/2006,10/27/2006,,,,,,,,0.758331,2.372,1.761,2.883196359,2.80988356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43195.83333,43177.08333,0,152,0.7,,,,,,,0,170,0.9,0,27.3,20.3,1.08,17.3,9830,
10/28/2006,10/28/2006,,,,,,,,0.747606,2.225,1.682,2.851299761,2.658550698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43322.91667,43407.29167,0,152,0.8,,,,,,,0,167,1,0,28,19.4,1.1,17.5,9780,
10/29/2006,10/29/2006,,,,,,,,0.740961,2.085,1.519,2.653713608,2.37574331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43311.82796,43590.32258,0,142,1.3,,,,,,,0,163,1.2,0,28.4,19.6,1.41,18.7,9670,
10/30/2006,10/30/2006,,,,,,,,0.747745,2.175,1.554,2.748586836,2.540616582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43323.91304,43590.21739,0,90,1.3,,,,,,,0,109,1.3,0,28.1,19.5,2.42,19.8,10500,
10/31/2006,10/31/2006,,,,,,,,0.769815,2.168,1.513,2.509376002,2.579296565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43282.29167,43504.16667,0,126,1.1,,,,,,,0,211,1.6,0,28.2,18.8,3.3,23.8,10700,
11/1/2006,11/1/2006,,,,,,,,0.802632,2.299,1.58,2.650011357,2.775714611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43303.15789,43354.73684,3.81,107,0.9,,,,,,,0.4,49,1.1,1.3,28.4,20.6,3.15,23.9,10500,
11/2/2006,11/2/2006,,,,,,,,0.914457,2.436,1.672,3.085362177,3.652145155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43405.20833,43382.29167,0.25,61,1.3,,,,,,,26.4,22,1.3,0,28.9,20.7,2.64,62.6,10200,
11/3/2006,11/3/2006,,,,,,,,1.029206,2.586,1.978,3.376310393,4.21765031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43320.83333,43366.66667,4.57,87,1.1,,,,,,,0.1,94,1,0.3,37.6,34.2,8.77,64.8,10700,
11/4/2006,11/4/2006,,,,,,,,1.102691,2.894,2.064,3.603790046,4.642803643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43208.33333,43329.16667,0,105,1,,,,,,,0.1,105,1,0,34.1,23.1,6.78,42.1,10900,
11/5/2006,11/5/2006,,,,,,,,1.051395,3.171,2.288,3.604936111,4.687367908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43335.41667,43321.875,0,105,1,,,,,,,0.1,128,1,0,32.7,20.4,6.29,26.2,10800,
11/6/2006,11/6/2006,,,,,,,,1.123079,3.286,2.436,3.461982852,4.312925635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43350,43287.5,0,104,0.8,,,,,,,0,128,1,0,31.9,24.1,6.32,23.9,11100,
11/7/2006,11/7/2006,,,,,,,,1.088302,3.364,2.512,3.37826387,4.19664876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43327.08333,43285.41667,0,110,1,,,,,,,0.1,137,1.5,0,33.3,31.9,6.24,26.4,10800,
11/8/2006,11/8/2006,,,,,,,,1.042758,3.22,2.323,4.13553223,6.262484169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43345.83333,43140.625,1.02,92,1.9,,,,,,,0.1,143,2.2,0.3,33,25.9,6.28,26.3,10700,
11/9/2006,11/9/2006,,,,,,,,0.965632,2.827,2.071,4.180270754,6.399762596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43189.58333,42969.79167,2.03,118,1.2,,,,,,,0,147,1.3,0,33.3,24.1,4.77,24.7,11500,
11/10/2006,11/10/2006,,,,,,,,0.858729,2.564,1.877,3.651248909,4.631022285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43129.16667,43022.91667,0.25,102,1,,,,,,,0,120,1,0,34.4,22.7,2.15,21.6,11500,
11/11/2006,11/11/2006,,,,,,,,0.768039,2.287,1.599,3.44801866,4.160975781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43086.45833,42996.875,7.87,50,1.2,,,,,,,9.1,76,1.9,2.8,47.1,42,5.37,69,11700,
11/12/2006,11/12/2006,,,,,,,,0.687794,2.057,1.484,3.040243515,3.213673766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42986.45833,42929.16667,0,101,0.8,,,,,,,1.2,93,1.2,0,32.9,23.1,1.91,54.8,11900,
11/13/2006,11/13/2006,,,,,,,,0.619826,1.88,1.448,3.153206063,3.478498192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43089.58333,42891.66667,23.37,19,1.4,,,,,,,14.5,17,2.6,7.4,71.5,75,21.4,54.4,12000,
11/14/2006,11/14/2006,,0.059987,,0.074279379,,,,0.593323,1.906,1.283,3.163943109,3.483108288,4.5,7.3,90,30.6,27.95,15.17,-0.0425,4.5,1.99,1,10.1,9,93,16.5,29.29,15.39,-0.0025,10.1,1.32,1,,,,,,,,,,,,,43078.125,42887.5,0,108,1.3,,,,,,,0,128,1.4,0,115,221,263,237,12700,-0.2670979
11/15/2006,11/15/2006,,,,,,,,0.637772,1.936,1.31,2.993678493,3.093115702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43042.70833,42794.79167,0,118,0.8,,,,,,,0.1,130,0.9,0,38,30.4,53,53.4,13100,
11/16/2006,11/16/2006,,,,,,,,0.698344,2.062,1.388,2.98850864,3.088220292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43079.16667,42928.125,0,83,0.8,,,,,,,0,67,1.4,0,35,25.9,21.7,41.5,13200,
11/17/2006,11/17/2006,,,,,,,,0.753751,2.248,1.637,2.79771292,3.116178765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43123.95833,43045.83333,0,42,0.8,,,,,,,0.4,76,0.9,0,31.8,24.5,14.4,36,13400,
11/18/2006,11/18/2006,,,,,,,,0.776422,2.36,1.714,2.856419992,2.519006108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43101.04167,43037.5,0,111,0.8,,,,,,,0,124,0.9,0,30.8,22.4,10.9,31.8,13100,
11/19/2006,11/19/2006,,,,,,,,0.831939,2.608,1.818,2.915127064,4.490678612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43128.125,43144.79167,0,101,0.8,,,,,,,0,35,1.1,0.3,30.2,20.5,4.6,27.1,12700,
11/20/2006,11/20/2006,,,,,,,,0.824284,2.717,2.015,2.973834136,4.281173482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43091.66667,43085.41667,0,64,0.8,,,,,,,0.1,44,0.9,0.3,30.3,20.1,4.45,27.5,12500,
11/21/2006,11/21/2006,,,,,,,,0.853425,2.852,2.122,3.032541208,2.931433422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43010.41667,43027.08333,0,69,0.8,,,,,,,0,89,1.1,0,30.1,19.8,4.35,28.6,12200,
11/22/2006,11/22/2006,,,,,,,,0.877917,2.868,2.114,3.019392506,2.939629148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43019.79167,42910.41667,2.29,70,0.8,,,,,,,4.8,60,1.6,1.5,30.3,19,4.71,27.3,12300,
11/23/2006,11/23/2006,,,,,,,,0.890359,2.825,2.055,3.049433935,2.986273706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42787.5,42960.41667,0,116,1,,,,,,,0,129,1.8,0,35.2,28.1,4.06,28.7,12600,
11/24/2006,11/24/2006,,,,,,,,0.897197,2.822,2.095,3.23515108,3.015658762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42897.91667,43108.33333,0,107,0.8,,,,,,,0,115,1.3,0,31.8,21,3.62,24.7,12500,
11/25/2006,11/25/2006,,,,,,,,0.888695,2.632,1.947,3.164986264,2.726004817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43228.125,43202.08333,0,108,1.2,,,,,,,0,119,1.6,0,32.6,19.5,3.53,21.7,12900,
11/26/2006,11/26/2006,,,,,,,,0.856344,2.436,1.872,3.054922814,2.554768004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43425,43234.375,9.65,23,1,,,,,,,17.7,24,2,3.6,47.3,44,12.1,33.8,12800,
11/27/2006,11/27/2006,,,,,,,,0.828857,2.332,1.555,3.048942023,2.608824737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43425,43481.25,2.54,95,1.4,,,,,,,1,97,2,2,50.7,58,21.2,104,13200,
11/28/2006,11/28/2006,,,,,,,,0.800975,2.19,1.533,2.981407788,2.642975332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43357.29167,43603.125,0,113,1.4,,,,,,,0,110,1.8,0,38.5,21.9,9.12,47.1,13600,
11/29/2006,11/29/2006,,,,,,,,0.787504,2.21,1.478,3.001520812,2.997340725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43472.34043,43454.25532,0,111,1,,,,,,,0,122,1.2,0,32.8,18.3,3.8,32.1,13800,
11/30/2006,11/30/2006,,,,,,,,0.884253,2.372,1.571,3.201498705,3.461146975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43521.875,43196.875,0,106,0.7,,,,,,,0,172,1,0,35.2,18.1,3.49,30.9,13500,
12/1/2006,12/1/2006,,,,,,,,0.978056,2.759,1.9,3.388414867,3.863185122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43516.66667,43239.58333,0,102,0.7,,,,,,,0,117,0.9,0,35.5,18.7,2.98,29.5,12700,
12/2/2006,12/2/2006,,,,,,,,1.053695,2.931,2.232,3.464838889,4.015318302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43535.41667,43260.41667,0,109,0.9,,,,,,,0.1,121,1.1,0,31.7,20,3.18,28,12200,
12/3/2006,12/3/2006,,,,,,,,1.096229,3.167,2.333,3.632406445,4.410249892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43583.33333,43404.16667,0,100,0.6,,,,,,,0,115,1.4,0,31.4,19,3.3,25.2,12100,
12/4/2006,12/4/2006,,,,,,,,1.092046,3.397,2.525,3.62965852,4.377466985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43663.54167,43363.54167,0,141,0.9,,,,,,,0,119,0.9,0,31.8,19,3.51,26,11700,
12/5/2006,12/5/2006,,,,,,,,1.094368,3.448,2.53,3.675235505,4.466083282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43716.66667,43493.75,0,103,0.7,,,,,,,0,116,1,0,32.3,18.5,3.76,29.6,11700,
12/6/2006,12/6/2006,,,,,,,,1.094529,3.323,2.461,3.250406114,4.205868953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43704.16667,43454.16667,0,99,0.7,,,,,,,0,113,1,0,31.3,18,4,45.7,11800,
12/7/2006,12/7/2006,,,,,,,,1.049004,3.217,2.367,3.189779482,3.928750938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43730.20833,43538.54167,0,101,0.7,,,,,,,0,110,1.2,0,30.6,18.6,4.83,53.9,12100,
12/8/2006,12/8/2006,,,,,,,,0.963255,2.974,2.238,3.289337596,4.177696142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43769.79167,43641.66667,1.27,44,1.8,,,,,,,17.2,38,2.2,0.8,30.7,21.4,4.84,36.8,11800,
12/9/2006,12/9/2006,,,,,,,,0.880878,2.584,1.824,3.296787523,4.232408011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43857.29167,43672.91667,8.89,55,1.9,,,,,,,12.4,68,2.6,8.6,245,65.2,14.5,91.2,13000,
12/10/2006,12/10/2006,,,,,,,,0.772528,2.081,1.418,3.048173194,3.73000456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43801.04167,43594.79167,6.6,69,1.3,,,,,,,10.9,75,1.3,4.3,311,297,312,274,15100,
12/11/2006,12/11/2006,,,,,,,,0.682282,2.066,1.455,2.677970378,2.939397817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43831.25,43543.75,0,46,0.8,,,,,,,7.3,41,0.9,0,41.8,39.2,35,70.1,15200,
12/12/2006,12/12/2006,,0.033999,,0.04767184,,,,0.597194,2.024,1.432,2.569298695,2.762871044,2.8,3.1,90,16.4,27.97,12.02,-0.06875,2.8,,,3.6,3.1,91,15.9,28.83,12.15,-0.03375,3.6,1.37,1,,,,,,,,,,,,,43535.41667,43402.08333,21.84,13,0.9,,,,,,,23.1,38,1.8,8.6,58.2,79.3,836,606,16100,0.2592134
12/13/2006,12/13/2006,,,,,,,,0.589433,1.846,1.236,2.315479935,2.283739666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43411.45833,43191.66667,0.76,38,0.7,,,,,,,0.2,30,2.1,0,37.7,32.6,146,129,17300,
12/14/2006,12/14/2006,,,,,,,,0.62059,1.912,1.265,2.178051766,2.051417247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43446.875,43017.70833,0.25,43,0.8,,,,,,,0.1,61,1.7,0,35,24.1,13.1,65.9,18800,
12/15/2006,12/15/2006,,,,,,,,0.655576,2.13,1.542,2.420563949,2.460060503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43210.41667,43043.75,0.25,85,1.5,,,,,,,1.8,85,2,1.5,43,30,8.5,55.4,22400,
12/16/2006,12/16/2006,,,,,,,,0.710316,2.36,1.765,2.629151008,2.856647413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43271.875,43089.58333,0,54,0.7,,,,,,,0,54,0.9,0,38.9,26.3,4.51,43.7,24500,
12/17/2006,12/17/2006,,,,,,,,0.77722,2.493,1.962,2.678473192,2.846402755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43241.66667,42980.20833,0,100,0.8,,,,,,,0,112,1,0,35.9,54.7,4.85,33.3,23500,
12/18/2006,12/18/2006,,,,,,,,0.825424,2.729,2.017,2.857354744,3.094835726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43260.41667,43032.29167,0,102,0.8,,,,,,,0.1,117,0.9,0,35.7,24.2,5.05,30,21600,
12/19/2006,12/19/2006,,,,,,,,0.886899,2.95,2.174,3.053285296,3.108153783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43259.375,42958.33333,0,99,0.7,,,,,,,0.1,111,0.9,0,35.1,21.7,5.12,28.4,19400,
12/20/2006,12/20/2006,,,,,,,,0.862691,3.009,2.238,3.206874801,3.385449966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43427.08333,43300,0,81,0.7,,,,,,,0,87,1.1,0,34.1,20.7,5.61,26.9,17300,
12/21/2006,12/21/2006,,,,,,,,0.937799,3.146,2.384,3.230141249,3.465180135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43508.33333,43464.58333,9.4,17,0.9,,,,,,,13.8,9,1.2,5.6,109,75.2,22.5,49.6,16300,
12/22/2006,12/22/2006,,,,,,,,0.974137,3.014,2.254,3.395241234,3.795570375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43447.91667,43408.33333,0,99,1.1,,,,,,,0,104,1.1,0,107,118,122,139,16200,
12/23/2006,12/23/2006,,,,,,,,0.983801,3.048,2.228,3.387591964,3.805815034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43411.45833,43381.25,0,69,0.8,,,,,,,0,79,1.2,0,37.9,25.9,25.1,41.2,16200,
12/24/2006,12/24/2006,,,,,,,,0.986667,2.872,2.065,3.247324088,3.623460111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43438.54167,43395.83333,0,70,0.8,,,,,,,0,52,1.5,0,35.8,23.4,9.39,32,16200,
12/25/2006,12/25/2006,,,,,,,,0.962929,2.573,1.827,3.116086681,3.42932383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43432.29167,43348.95833,0,49,0.7,,,,,,,0,41,1.2,0,35.4,22.7,5.23,30.1,15900,
12/26/2006,12/26/2006,,,,,,,,0.904081,2.471,1.683,3.579524591,4.522941137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43447.91667,43357.29167,7.11,30,2.4,,,,,,,25.5,20,3.1,5.8,57.4,26.7,17,29.3,15100,
12/27/2006,12/27/2006,,,,,,,,0.828972,2.5,1.543,6.881470858,16.69103441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43165.625,43027.08333,1.78,86,3.9,,,,,,,3.1,113,3.9,1.3,125,70.5,215,284,16600,
12/28/2006,12/28/2006,,,,,,,,0.829814,2.266,1.513,6.570546835,14.84238576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42981.25,42760.41667,0,105,1.6,,,,,,,0,74,1.3,0,39.6,26.9,71.2,83.3,19700,
12/29/2006,12/29/2006,,,,,,,,0.887748,2.642,1.876,4.717619894,7.775620245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43001.04167,42809.375,0,89,0.8,,,,,,,0,94,0.9,0,36.5,22.4,20.7,50,26000,
12/30/2006,12/30/2006,,,,,,,,0.951341,2.924,2.118,4.219592011,6.113936621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42983.33333,42905.20833,0,97,0.8,,,,,,,0,105,1,0,36.3,21.9,7.1,36.2,25200,
12/31/2006,12/31/2006,,,,,,,,1.006525,3.051,2.392,4.158889275,5.785595309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43020.83333,42948.95833,0.25,42,0.8,,,,,,,0,44,0.8,0,40.6,20.3,5.33,33.2,21800,
1/1/2007,1/1/2007,,,,,,,,1.048898,3.213,2.354,4.277733998,6.087300507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43022.91667,42933.33333,0,100,0.8,,,,,,,0.1,94,0.9,0,37.1,19.8,3.4,32,19100,
1/2/2007,1/2/2007,,,,,,,,1.082932,3.36,2.504,4.469523319,6.604165103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43077.08333,42970.83333,0,70,0.7,,,,,,,0.1,77,1.1,0,36.4,20,2.47,33.3,17600,
1/3/2007,1/3/2007,,,,,,,,1.023439,3.361,2.506,4.511635671,6.837209517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43091.66667,42976.04167,0.25,109,1,,,,,,,0.1,46,2.1,0,35.1,19.6,3.16,37.1,16500,
1/4/2007,1/4/2007,,,,,,,,1.075862,3.31,2.368,5.448137368,10.15135658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43048.95833,42927.08333,5.59,51,2.5,,,,,,,0.5,76,3,2.5,64.3,70,6.08,54.8,16100,
1/5/2007,1/5/2007,,,,,,,,1.017803,2.928,2.115,8.951200652,25.01686846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42677.08333,42605.20833,0,106,2.2,,,,,,,0,116,2.7,0,40.7,39.6,2.87,51.1,16800,
1/6/2007,1/6/2007,,,,,,,,0.943672,2.893,2.069,6.034136064,12.19516597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42727.08333,42586.45833,0,99,0.9,,,,,,,0,105,1.7,0,35.6,21.7,2.91,30.3,16800,
1/7/2007,1/7/2007,,,,,,,,0.861139,2.586,1.778,4.94050428,8.589558375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42785.41667,42665.625,0,103,0.9,,,,,,,0,114,1.1,0,35.1,20.3,2.41,26.4,17400,
1/8/2007,1/8/2007,,,,,,,,0.773576,2.306,1.585,4.039345196,5.996991143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42821.875,42640.625,0,105,0.9,,,,,,,0,115,1,0,35.3,20.3,1.97,26.1,16800,
1/9/2007,1/9/2007,,0.063873,,0.080931264,,,,0.65407,2.136,1.46,3.418913752,4.611557434,5.4,5.5,94,40.7,26.77,9.45,-0.0675,5.4,,,3.9,4,93,21.6,28.23,9.82,-0.00875,3.9,1.74,1,,,,,,,,,,,,,42862.5,42806.25,0,106,0.7,,,,,,,0,118,1.3,0,34.1,20.6,2.5,25.7,15800,0.5525784
1/10/2007,1/10/2007,,,,,,,,0.575817,1.905,1.312,3.493859687,4.967559321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42883.33333,42853.125,0,87,1.3,,,,,,,0.1,104,1.8,0,34,20.8,2.46,26,15100,
1/11/2007,1/11/2007,,,,,,,,0.563192,1.674,1.111,4.022163617,6.489469451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42838.54167,42772.91667,0,111,1.2,,,,,,,0,126,2.4,0,33,20.8,2.54,25.5,14900,
1/12/2007,1/12/2007,,,,,,,,0.576123,1.873,1.344,4.164547264,6.771643704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42772.91667,42728.125,0,115,1.7,,,,,,,0,129,3,0,32.9,22.4,2.28,25,14500,
1/13/2007,1/13/2007,,,,,,,,0.613973,2.087,1.527,3.383852158,4.454301924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42740.625,42691.66667,0,114,0.9,,,,,,,0,127,1.5,0,33.2,20.5,1.88,23.8,13500,
1/14/2007,1/14/2007,,,,,,,,0.67146,2.385,1.746,3.148569271,3.765348632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42811.45833,42730.20833,0,113,0.9,,,,,,,0,127,0.9,0,33.2,20.3,1.87,23.6,13000,
1/15/2007,1/15/2007,,,,,,,,0.735075,2.63,1.978,3.234986904,3.846793668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42787.5,42742.70833,0,113,0.8,,,,,,,0,129,0.9,0,36.2,19.5,1.97,28.5,12800,
1/16/2007,1/16/2007,,,,,,,,0.834981,2.81,2.021,3.234999897,3.712076408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42867.70833,42809.375,5.08,108,1,,,,,,,0.4,116,1.3,2.8,39,20,5.11,29.3,12300,
1/17/2007,1/17/2007,,,,,,,,0.918625,2.986,2.212,3.388828872,3.932848801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42853.125,42814.58333,0,111,1.1,,,,,,,0.1,127,1.4,0.3,50.7,50.7,4.92,80.5,12100,
1/18/2007,1/18/2007,,,,,,,,0.945529,3.162,2.322,3.562205016,4.284240591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42850,42798.95833,0,112,0.9,,,,,,,0.2,126,1,0,36.6,21.6,3.81,37.2,12400,
