#,----------------------------------,WARNING,----------------------------------------,
#,Some,of,the,data
#,may,not,have,received
#,as,provisional,and,are
#,condition,that,neither,the
#,for,any,damages,resulting
#,,,,
#,Additional,info:,https://help.waterdata.usgs.gov/policies/provisional-data-statement,
#,,,,
#,File-format,description:,https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,
#,Automated-retrieval,info:,https://help.waterdata.usgs.gov/faq/automated-retrievals,
#,,,,
#,Contact:,gs-w_support_nwisweb@usgs.gov,,
#,retrieved:,2/5/2019,18:48:36,EST
#,,,,
#,Data,for,the,following
#,USGS,11179000,ALAMEDA,C
#,-----------------------------------------------------------------------------------,,,
#,,,,
#,Data,provided,for,site
#,TS,parameter,statistic,Description
#,9032,60,3,Discharge
#,,,,
#,Data-value,qualification,codes,included
#,,,,
#,A,Approved,for,publication
#,P,Provisional,data,subject
#,e,Value,has,been
#,,,,
agency_cd,Station,Date,Discharge_cfs,Data_Qualification
USGS,11179000,10/29/1995,18,A
USGS,11179000,10/30/1995,18,A
USGS,11179000,10/31/1995,14,A
USGS,11179000,11/1/1995,8.6,A
USGS,11179000,11/2/1995,7.6,A
USGS,11179000,11/3/1995,13,A
USGS,11179000,11/4/1995,15,A
USGS,11179000,11/5/1995,16,A
USGS,11179000,11/6/1995,17,A
USGS,11179000,11/7/1995,16,A
USGS,11179000,11/8/1995,17,A
USGS,11179000,11/9/1995,21,A
USGS,11179000,11/10/1995,23,A
USGS,11179000,11/11/1995,19,A
USGS,11179000,11/12/1995,19,A
USGS,11179000,11/13/1995,20,A
USGS,11179000,11/14/1995,17,A
USGS,11179000,11/15/1995,16,A
USGS,11179000,11/16/1995,18,A
USGS,11179000,11/17/1995,18,A
USGS,11179000,11/18/1995,22,A
USGS,11179000,11/19/1995,29,A
USGS,11179000,11/20/1995,26,A
USGS,11179000,11/21/1995,16,A
USGS,11179000,11/22/1995,18,A
USGS,11179000,11/23/1995,16,A
USGS,11179000,11/24/1995,16,A
USGS,11179000,11/25/1995,16,A
USGS,11179000,11/26/1995,15,A
USGS,11179000,11/27/1995,15,A
USGS,11179000,11/28/1995,15,A
USGS,11179000,11/29/1995,15,A
USGS,11179000,11/30/1995,16,A
USGS,11179000,12/1/1995,18,A
USGS,11179000,12/2/1995,18,A
USGS,11179000,12/3/1995,19,A
USGS,11179000,12/4/1995,22,A
USGS,11179000,12/5/1995,22,A
USGS,11179000,12/6/1995,21,A
USGS,11179000,12/7/1995,20,A
USGS,11179000,12/8/1995,20,A
USGS,11179000,12/9/1995,17,A
USGS,11179000,12/10/1995,22,A
USGS,11179000,12/11/1995,531,A
USGS,11179000,12/12/1995,1390,A
USGS,11179000,12/13/1995,253,A
USGS,11179000,12/14/1995,112,A
USGS,11179000,12/15/1995,368,A
USGS,11179000,12/16/1995,129,A
USGS,11179000,12/17/1995,62,A
USGS,11179000,12/18/1995,61,A
USGS,11179000,12/19/1995,72,A
USGS,11179000,12/20/1995,45,A
USGS,11179000,12/21/1995,36,A
USGS,11179000,12/22/1995,213,A
USGS,11179000,12/23/1995,111,A
USGS,11179000,12/24/1995,56,A
USGS,11179000,12/25/1995,40,A
USGS,11179000,12/26/1995,33,A
USGS,11179000,12/27/1995,33,A
USGS,11179000,12/28/1995,36,A
USGS,11179000,12/29/1995,39,A
USGS,11179000,12/30/1995,82,A
USGS,11179000,12/31/1995,48,A
USGS,11179000,1/1/1996,37,A
USGS,11179000,1/2/1996,33,A
USGS,11179000,1/3/1996,33,A
USGS,11179000,1/4/1996,36,A
USGS,11179000,1/5/1996,32,A
USGS,11179000,1/6/1996,33,A
USGS,11179000,1/7/1996,34,A
USGS,11179000,1/8/1996,32,A
USGS,11179000,1/9/1996,33,A
USGS,11179000,1/10/1996,32,A
USGS,11179000,1/11/1996,31,A
USGS,11179000,1/12/1996,29,A
USGS,11179000,1/13/1996,30,A
USGS,11179000,1/14/1996,32,A
USGS,11179000,1/15/1996,32,A
USGS,11179000,1/16/1996,1590,A
USGS,11179000,1/17/1996,505,A
USGS,11179000,1/18/1996,262,A
USGS,11179000,1/19/1996,358,A
USGS,11179000,1/20/1996,147,A
USGS,11179000,1/21/1996,504,A
USGS,11179000,1/22/1996,207,A
USGS,11179000,1/23/1996,121,A
USGS,11179000,1/24/1996,521,A
USGS,11179000,1/25/1996,2320,A
USGS,11179000,1/26/1996,317,A
USGS,11179000,1/27/1996,1860,A
USGS,11179000,1/28/1996,886,A
USGS,11179000,1/29/1996,534,A
USGS,11179000,1/30/1996,603,A
USGS,11179000,1/31/1996,2550,A
USGS,11179000,2/1/1996,1530,A
USGS,11179000,2/2/1996,920,A
USGS,11179000,2/3/1996,690,A
USGS,11179000,2/4/1996,2260,A
USGS,11179000,2/5/1996,2480,A
USGS,11179000,2/6/1996,2430,A
USGS,11179000,2/7/1996,1980,A
USGS,11179000,2/8/1996,855,A
USGS,11179000,2/9/1996,559,A
USGS,11179000,2/10/1996,423,A
USGS,11179000,2/11/1996,337,A
USGS,11179000,2/12/1996,278,A
USGS,11179000,2/13/1996,235,A
USGS,11179000,2/14/1996,215,A
USGS,11179000,2/15/1996,276,A
USGS,11179000,2/16/1996,701,A
USGS,11179000,2/17/1996,296,A
USGS,11179000,2/18/1996,253,A
USGS,11179000,2/19/1996,2640,A
USGS,11179000,2/20/1996,5160,A
USGS,11179000,2/21/1996,6340,A
USGS,11179000,2/22/1996,4450,A
USGS,11179000,2/23/1996,3880,A
USGS,11179000,2/24/1996,3370,A
USGS,11179000,2/25/1996,2900,A
USGS,11179000,2/26/1996,1900,A
USGS,11179000,2/27/1996,1670,A
USGS,11179000,2/28/1996,980,A
USGS,11179000,2/29/1996,708,A
USGS,11179000,3/1/1996,659,A
USGS,11179000,3/2/1996,567,A
USGS,11179000,3/3/1996,549,A
USGS,11179000,3/4/1996,1710,A
USGS,11179000,3/5/1996,3200,A
USGS,11179000,3/6/1996,2080,A
USGS,11179000,3/7/1996,1680,A
USGS,11179000,3/8/1996,1080,A
USGS,11179000,3/9/1996,899,A
USGS,11179000,3/10/1996,578,A
USGS,11179000,3/11/1996,464,A
USGS,11179000,3/12/1996,1790,A
USGS,11179000,3/13/1996,1850,A
USGS,11179000,3/14/1996,1710,A
USGS,11179000,3/15/1996,1360,A
USGS,11179000,3/16/1996,1040,A
USGS,11179000,3/17/1996,854,A
USGS,11179000,3/18/1996,672,A
USGS,11179000,3/19/1996,449,A
USGS,11179000,3/20/1996,396,A
USGS,11179000,3/21/1996,350,A
USGS,11179000,3/22/1996,278,A
USGS,11179000,3/23/1996,263,A
USGS,11179000,3/24/1996,248,A
USGS,11179000,3/25/1996,227,A
USGS,11179000,3/26/1996,210,A
USGS,11179000,3/27/1996,196,A
USGS,11179000,3/28/1996,224,A
USGS,11179000,3/29/1996,202,A
USGS,11179000,3/30/1996,164,A
USGS,11179000,3/31/1996,146,A
USGS,11179000,4/1/1996,373,A
USGS,11179000,4/2/1996,275,A
USGS,11179000,4/3/1996,140,A
USGS,11179000,4/4/1996,125,A
USGS,11179000,4/5/1996,116,A
USGS,11179000,4/6/1996,107,A
USGS,11179000,4/7/1996,105,A
USGS,11179000,4/8/1996,105,A
USGS,11179000,4/9/1996,114,A
USGS,11179000,4/10/1996,238,A
USGS,11179000,4/11/1996,342,A
USGS,11179000,4/12/1996,248,A
USGS,11179000,4/13/1996,107,A
USGS,11179000,4/14/1996,105,A
USGS,11179000,4/15/1996,112,A
USGS,11179000,4/16/1996,187,A
USGS,11179000,4/17/1996,147,A
USGS,11179000,4/18/1996,309,A
USGS,11179000,4/19/1996,127,A
USGS,11179000,4/20/1996,107,A
USGS,11179000,4/21/1996,92,A
USGS,11179000,4/22/1996,87,A
USGS,11179000,4/23/1996,87,A
USGS,11179000,4/24/1996,92,A
USGS,11179000,4/25/1996,75,A
USGS,11179000,4/26/1996,66,A
USGS,11179000,4/27/1996,64,A
USGS,11179000,4/28/1996,62,A
USGS,11179000,4/29/1996,63,A
USGS,11179000,4/30/1996,66,A
USGS,11179000,5/1/1996,60,A
USGS,11179000,5/2/1996,54,A
USGS,11179000,5/3/1996,54,A
USGS,11179000,5/4/1996,57,A
USGS,11179000,5/5/1996,56,A
USGS,11179000,5/6/1996,57,A
USGS,11179000,5/7/1996,55,A
USGS,11179000,5/8/1996,51,A
USGS,11179000,5/9/1996,46,A
USGS,11179000,5/10/1996,49,A
USGS,11179000,5/11/1996,52,A
USGS,11179000,5/12/1996,52,A
USGS,11179000,5/13/1996,49,A
USGS,11179000,5/14/1996,44,A
USGS,11179000,5/15/1996,119,A
USGS,11179000,5/16/1996,378,A
USGS,11179000,5/17/1996,126,A
USGS,11179000,5/18/1996,84,A
USGS,11179000,5/19/1996,65,A
USGS,11179000,5/20/1996,59,A
USGS,11179000,5/21/1996,56,A
USGS,11179000,5/22/1996,70,A
USGS,11179000,5/23/1996,58,A
USGS,11179000,5/24/1996,50,A
USGS,11179000,5/25/1996,49,A
USGS,11179000,5/26/1996,49,A
USGS,11179000,5/27/1996,48,A
USGS,11179000,5/28/1996,48,A
USGS,11179000,5/29/1996,39,A
USGS,11179000,5/30/1996,36,A
USGS,11179000,5/31/1996,36,A
USGS,11179000,6/1/1996,37,A
USGS,11179000,6/2/1996,42,A
USGS,11179000,6/3/1996,44,A
USGS,11179000,6/4/1996,35,A
USGS,11179000,6/5/1996,32,A
USGS,11179000,6/6/1996,29,A
USGS,11179000,6/7/1996,31,A
USGS,11179000,6/8/1996,35,A
USGS,11179000,6/9/1996,36,A
USGS,11179000,6/10/1996,38,A
USGS,11179000,6/11/1996,33,A
USGS,11179000,6/12/1996,30,A
USGS,11179000,6/13/1996,27,A
USGS,11179000,6/14/1996,27,A
USGS,11179000,6/15/1996,30,A
USGS,11179000,6/16/1996,33,A
USGS,11179000,6/17/1996,34,A
USGS,11179000,6/18/1996,30,A
USGS,11179000,6/19/1996,28,A
USGS,11179000,6/20/1996,28,A
USGS,11179000,6/21/1996,27,A
USGS,11179000,6/22/1996,27,A
USGS,11179000,6/23/1996,30,A
USGS,11179000,6/24/1996,31,A
USGS,11179000,6/25/1996,33,A
USGS,11179000,6/26/1996,32,A
USGS,11179000,6/27/1996,24,A
USGS,11179000,6/28/1996,22,A
USGS,11179000,6/29/1996,21,A
USGS,11179000,6/30/1996,28,A
USGS,11179000,7/1/1996,31,A
USGS,11179000,7/2/1996,23,A
USGS,11179000,7/3/1996,22,A
USGS,11179000,7/4/1996,20,A
USGS,11179000,7/5/1996,29,A
USGS,11179000,7/6/1996,30,A
USGS,11179000,7/7/1996,32,A
USGS,11179000,7/8/1996,34,A
USGS,11179000,7/9/1996,32,A
USGS,11179000,7/10/1996,25,A
USGS,11179000,7/11/1996,22,A
USGS,11179000,7/12/1996,21,A
USGS,11179000,7/13/1996,20,A
USGS,11179000,7/14/1996,25,A
USGS,11179000,7/15/1996,28,A
USGS,11179000,7/16/1996,27,A
USGS,11179000,7/17/1996,26,A
USGS,11179000,7/18/1996,26,A
USGS,11179000,7/19/1996,24,A
USGS,11179000,7/20/1996,22,A
USGS,11179000,7/21/1996,27,A
USGS,11179000,7/22/1996,26,A
USGS,11179000,7/23/1996,24,A
USGS,11179000,7/24/1996,20,A
USGS,11179000,7/25/1996,19,A
USGS,11179000,7/26/1996,24,A
USGS,11179000,7/27/1996,26,A
USGS,11179000,7/28/1996,27,A
USGS,11179000,7/29/1996,26,A
USGS,11179000,7/30/1996,24,A
USGS,11179000,7/31/1996,22,A
USGS,11179000,8/1/1996,21,A
USGS,11179000,8/2/1996,21,A
USGS,11179000,8/3/1996,22,A
USGS,11179000,8/4/1996,26,A
USGS,11179000,8/5/1996,26,A
USGS,11179000,8/6/1996,27,A
USGS,11179000,8/7/1996,26,A
USGS,11179000,8/8/1996,26,A
USGS,11179000,8/9/1996,23,A
USGS,11179000,8/10/1996,21,A
USGS,11179000,8/11/1996,29,A
USGS,11179000,8/12/1996,29,A
USGS,11179000,8/13/1996,27,A
USGS,11179000,8/14/1996,25,A
USGS,11179000,8/15/1996,39,A
USGS,11179000,8/16/1996,41,A
USGS,11179000,8/17/1996,45,A
USGS,11179000,8/18/1996,50,A
USGS,11179000,8/19/1996,51,A
USGS,11179000,8/20/1996,48,A
USGS,11179000,8/21/1996,50,A
USGS,11179000,8/22/1996,33,A
USGS,11179000,8/23/1996,25,A
USGS,11179000,8/24/1996,26,A
USGS,11179000,8/25/1996,33,A
USGS,11179000,8/26/1996,34,A
USGS,11179000,8/27/1996,48,A
USGS,11179000,8/28/1996,47,A
USGS,11179000,8/29/1996,46,A
USGS,11179000,8/30/1996,46,A
USGS,11179000,8/31/1996,47,A
USGS,11179000,9/1/1996,51,A
USGS,11179000,9/2/1996,55,A
USGS,11179000,9/3/1996,57,A
USGS,11179000,9/4/1996,52,A
USGS,11179000,9/5/1996,38,A
USGS,11179000,9/6/1996,32,A
USGS,11179000,9/7/1996,42,A
USGS,11179000,9/8/1996,47,A
USGS,11179000,9/9/1996,48,A
USGS,11179000,9/10/1996,44,A
USGS,11179000,9/11/1996,39,A
USGS,11179000,9/12/1996,39,A
USGS,11179000,9/13/1996,44,A
USGS,11179000,9/14/1996,45,A
USGS,11179000,9/15/1996,46,A
USGS,11179000,9/16/1996,41,A
USGS,11179000,9/17/1996,31,A
USGS,11179000,9/18/1996,27,A
USGS,11179000,9/19/1996,21,A
USGS,11179000,9/20/1996,21,A
USGS,11179000,9/21/1996,28,A
USGS,11179000,9/22/1996,30,A
USGS,11179000,9/23/1996,29,A
USGS,11179000,9/24/1996,27,A
USGS,11179000,9/25/1996,24,A
USGS,11179000,9/26/1996,25,A
USGS,11179000,9/27/1996,26,A
USGS,11179000,9/28/1996,27,A
USGS,11179000,9/29/1996,27,A
USGS,11179000,9/30/1996,29,A
USGS,11179000,10/1/1996,25,A
USGS,11179000,10/2/1996,26,A
USGS,11179000,10/3/1996,34,A
USGS,11179000,10/4/1996,36,A
USGS,11179000,10/5/1996,37,A
USGS,11179000,10/6/1996,37,A
USGS,11179000,10/7/1996,37,A
USGS,11179000,10/8/1996,37,A
USGS,11179000,10/9/1996,36,A
USGS,11179000,10/10/1996,32,A
USGS,11179000,10/11/1996,30,A
USGS,11179000,10/12/1996,30,A
USGS,11179000,10/13/1996,35,A
USGS,11179000,10/14/1996,36,A
USGS,11179000,10/15/1996,36,A
USGS,11179000,10/16/1996,35,A
USGS,11179000,10/17/1996,37,A
USGS,11179000,10/18/1996,36,A
USGS,11179000,10/19/1996,34,A
USGS,11179000,10/20/1996,35,A
USGS,11179000,10/21/1996,39,A
USGS,11179000,10/22/1996,39,A
USGS,11179000,10/23/1996,38,A
USGS,11179000,10/24/1996,39,A
USGS,11179000,10/25/1996,35,A
USGS,11179000,10/26/1996,36,A
USGS,11179000,10/27/1996,39,A
USGS,11179000,10/28/1996,41,A
USGS,11179000,10/29/1996,150,A
USGS,11179000,10/30/1996,108,A
USGS,11179000,10/31/1996,65,A
USGS,11179000,11/1/1996,38,A
USGS,11179000,11/2/1996,35,A
USGS,11179000,11/3/1996,34,A
USGS,11179000,11/4/1996,33,A
USGS,11179000,11/5/1996,30,A
USGS,11179000,11/6/1996,28,A
USGS,11179000,11/7/1996,28,A
USGS,11179000,11/8/1996,30,A
USGS,11179000,11/9/1996,29,A
USGS,11179000,11/10/1996,29,A
USGS,11179000,11/11/1996,31,A
USGS,11179000,11/12/1996,28,A
USGS,11179000,11/13/1996,27,A
USGS,11179000,11/14/1996,25,A
USGS,11179000,11/15/1996,30,A
USGS,11179000,11/16/1996,30,A
USGS,11179000,11/17/1996,1530,A
USGS,11179000,11/18/1996,336,A
USGS,11179000,11/19/1996,139,A
USGS,11179000,11/20/1996,104,A
USGS,11179000,11/21/1996,57,A
USGS,11179000,11/22/1996,179,A
USGS,11179000,11/23/1996,139,A
USGS,11179000,11/24/1996,73,A
USGS,11179000,11/25/1996,53,A
USGS,11179000,11/26/1996,45,A
USGS,11179000,11/27/1996,39,A
USGS,11179000,11/28/1996,37,A
USGS,11179000,11/29/1996,34,A
USGS,11179000,11/30/1996,34,A
USGS,11179000,12/1/1996,63,A
USGS,11179000,12/2/1996,44,A
USGS,11179000,12/3/1996,36,A
USGS,11179000,12/4/1996,36,A
USGS,11179000,12/5/1996,962,A
USGS,11179000,12/6/1996,274,A
USGS,11179000,12/7/1996,134,A
USGS,11179000,12/8/1996,90,A
USGS,11179000,12/9/1996,81,A
USGS,11179000,12/10/1996,1370,A
USGS,11179000,12/11/1996,542,A
USGS,11179000,12/12/1996,381,A
USGS,11179000,12/13/1996,351,A
USGS,11179000,12/14/1996,194,A
USGS,11179000,12/15/1996,129,A
USGS,11179000,12/16/1996,105,A
USGS,11179000,12/17/1996,91,A
USGS,11179000,12/18/1996,75,A
USGS,11179000,12/19/1996,65,A
USGS,11179000,12/20/1996,60,A
USGS,11179000,12/21/1996,1910,A
USGS,11179000,12/22/1996,2250,A
USGS,11179000,12/23/1996,742,A
USGS,11179000,12/24/1996,328,A
USGS,11179000,12/25/1996,222,A
USGS,11179000,12/26/1996,196,A
USGS,11179000,12/27/1996,301,A
USGS,11179000,12/28/1996,342,A
USGS,11179000,12/29/1996,562,A
USGS,11179000,12/30/1996,555,A
USGS,11179000,12/31/1996,531,A
USGS,11179000,1/1/1997,2460,A
USGS,11179000,1/2/1997,5000,A
USGS,11179000,1/3/1997,3060,A
USGS,11179000,1/4/1997,2550,A
USGS,11179000,1/5/1997,2030,A
USGS,11179000,1/6/1997,1130,A
USGS,11179000,1/7/1997,857,A
USGS,11179000,1/8/1997,699,A
USGS,11179000,1/9/1997,380,A
USGS,11179000,1/10/1997,289,A
USGS,11179000,1/11/1997,249,A
USGS,11179000,1/12/1997,381,A
USGS,11179000,1/13/1997,260,A
USGS,11179000,1/14/1997,195,A
USGS,11179000,1/15/1997,367,A
USGS,11179000,1/16/1997,260,A
USGS,11179000,1/17/1997,206,A
USGS,11179000,1/18/1997,184,A
USGS,11179000,1/19/1997,167,A
USGS,11179000,1/20/1997,454,A
USGS,11179000,1/21/1997,827,A
USGS,11179000,1/22/1997,2680,A
USGS,11179000,1/23/1997,6290,A
USGS,11179000,1/24/1997,3970,A
USGS,11179000,1/25/1997,4890,A
USGS,11179000,1/26/1997,6630,A
USGS,11179000,1/27/1997,4400,A
USGS,11179000,1/28/1997,3590,A
USGS,11179000,1/29/1997,3100,A
USGS,11179000,1/30/1997,2520,A
USGS,11179000,1/31/1997,1160,A
USGS,11179000,2/1/1997,962,A
USGS,11179000,2/2/1997,849,A
USGS,11179000,2/3/1997,652,A
USGS,11179000,2/4/1997,479,A
USGS,11179000,2/5/1997,434,A
USGS,11179000,2/6/1997,299,A
USGS,11179000,2/7/1997,253,A
USGS,11179000,2/8/1997,241,A
USGS,11179000,2/9/1997,225,A
USGS,11179000,2/10/1997,213,A
USGS,11179000,2/11/1997,184,A
USGS,11179000,2/12/1997,153,A
USGS,11179000,2/13/1997,159,A
USGS,11179000,2/14/1997,236,A
USGS,11179000,2/15/1997,227,A
USGS,11179000,2/16/1997,226,A
USGS,11179000,2/17/1997,264,A
USGS,11179000,2/18/1997,232,A
USGS,11179000,2/19/1997,210,A
USGS,11179000,2/20/1997,196,A
USGS,11179000,2/21/1997,227,A
USGS,11179000,2/22/1997,310,A
USGS,11179000,2/23/1997,315,A
USGS,11179000,2/24/1997,307,A
USGS,11179000,2/25/1997,301,A
USGS,11179000,2/26/1997,297,A
USGS,11179000,2/27/1997,292,A
USGS,11179000,2/28/1997,300,A
USGS,11179000,3/1/1997,296,A
USGS,11179000,3/2/1997,306,A
USGS,11179000,3/3/1997,300,A
USGS,11179000,3/4/1997,292,A
USGS,11179000,3/5/1997,287,A
USGS,11179000,3/6/1997,283,A
USGS,11179000,3/7/1997,279,A
USGS,11179000,3/8/1997,274,A
USGS,11179000,3/9/1997,272,A
USGS,11179000,3/10/1997,272,A
USGS,11179000,3/11/1997,253,A
USGS,11179000,3/12/1997,84,A
USGS,11179000,3/13/1997,78,A
USGS,11179000,3/14/1997,71,A
USGS,11179000,3/15/1997,74,A
USGS,11179000,3/16/1997,72,A
USGS,11179000,3/17/1997,80,A
USGS,11179000,3/18/1997,69,A
USGS,11179000,3/19/1997,62,A
USGS,11179000,3/20/1997,60,A
USGS,11179000,3/21/1997,59,A
USGS,11179000,3/22/1997,58,A
USGS,11179000,3/23/1997,58,A
USGS,11179000,3/24/1997,57,A
USGS,11179000,3/25/1997,53,A
USGS,11179000,3/26/1997,53,A
USGS,11179000,3/27/1997,55,A
USGS,11179000,3/28/1997,54,A
USGS,11179000,3/29/1997,54,A
USGS,11179000,3/30/1997,53,A
USGS,11179000,3/31/1997,53,A
USGS,11179000,4/1/1997,52,A
USGS,11179000,4/2/1997,53,A
USGS,11179000,4/3/1997,53,A
USGS,11179000,4/4/1997,53,A
USGS,11179000,4/5/1997,48,A
USGS,11179000,4/6/1997,46,A
USGS,11179000,4/7/1997,50,A
USGS,11179000,4/8/1997,50,A
USGS,11179000,4/9/1997,50,A
USGS,11179000,4/10/1997,44,A
USGS,11179000,4/11/1997,47,A
USGS,11179000,4/12/1997,48,A
USGS,11179000,4/13/1997,46,A
USGS,11179000,4/14/1997,45,A
USGS,11179000,4/15/1997,46,A
USGS,11179000,4/16/1997,42,A
USGS,11179000,4/17/1997,40,A
USGS,11179000,4/18/1997,40,A
USGS,11179000,4/19/1997,132,A
USGS,11179000,4/20/1997,60,A
USGS,11179000,4/21/1997,52,A
USGS,11179000,4/22/1997,50,A
USGS,11179000,4/23/1997,52,A
USGS,11179000,4/24/1997,46,A
USGS,11179000,4/25/1997,42,A
USGS,11179000,4/26/1997,42,A
USGS,11179000,4/27/1997,42,A
USGS,11179000,4/28/1997,45,A
USGS,11179000,4/29/1997,45,A
USGS,11179000,4/30/1997,44,A
USGS,11179000,5/1/1997,46,A
USGS,11179000,5/2/1997,42,A
USGS,11179000,5/3/1997,41,A
USGS,11179000,5/4/1997,45,A
USGS,11179000,5/5/1997,45,A
USGS,11179000,5/6/1997,39,A
USGS,11179000,5/7/1997,38,A
USGS,11179000,5/8/1997,38,A
USGS,11179000,5/9/1997,37,A
USGS,11179000,5/10/1997,38,A
USGS,11179000,5/11/1997,38,A
USGS,11179000,5/12/1997,37,A
USGS,11179000,5/13/1997,36,A
USGS,11179000,5/14/1997,35,A
USGS,11179000,5/15/1997,32,A
USGS,11179000,5/16/1997,31,A
USGS,11179000,5/17/1997,30,A
USGS,11179000,5/18/1997,33,A
USGS,11179000,5/19/1997,31,A
USGS,11179000,5/20/1997,30,A
USGS,11179000,5/21/1997,30,A
USGS,11179000,5/22/1997,28,A
USGS,11179000,5/23/1997,57,A
USGS,11179000,5/24/1997,58,A
USGS,11179000,5/25/1997,36,A
USGS,11179000,5/26/1997,34,A
USGS,11179000,5/27/1997,35,A
USGS,11179000,5/28/1997,30,A
USGS,11179000,5/29/1997,29,A
USGS,11179000,5/30/1997,29,A
USGS,11179000,5/31/1997,30,A
USGS,11179000,6/1/1997,33,A
USGS,11179000,6/2/1997,32,A
USGS,11179000,6/3/1997,36,A
USGS,11179000,6/4/1997,56,A
USGS,11179000,6/5/1997,40,A
USGS,11179000,6/6/1997,34,A
USGS,11179000,6/7/1997,35,A
USGS,11179000,6/8/1997,36,A
USGS,11179000,6/9/1997,35,A
USGS,11179000,6/10/1997,34,A
USGS,11179000,6/11/1997,36,A
USGS,11179000,6/12/1997,32,A
USGS,11179000,6/13/1997,31,A
USGS,11179000,6/14/1997,30,A
USGS,11179000,6/15/1997,35,A
USGS,11179000,6/16/1997,32,A
USGS,11179000,6/17/1997,30,A
USGS,11179000,6/18/1997,28,A
USGS,11179000,6/19/1997,26,A
USGS,11179000,6/20/1997,27,A
USGS,11179000,6/21/1997,27,A
USGS,11179000,6/22/1997,29,A
USGS,11179000,6/23/1997,30,A
USGS,11179000,6/24/1997,30,A
USGS,11179000,6/25/1997,26,A
USGS,11179000,6/26/1997,29,A
USGS,11179000,6/27/1997,27,A
USGS,11179000,6/28/1997,28,A
USGS,11179000,6/29/1997,32,A
USGS,11179000,6/30/1997,48,A
USGS,11179000,7/1/1997,35,A
USGS,11179000,7/2/1997,29,A
USGS,11179000,7/3/1997,26,A
USGS,11179000,7/4/1997,28,A
USGS,11179000,7/5/1997,32,A
USGS,11179000,7/6/1997,34,A
USGS,11179000,7/7/1997,33,A
USGS,11179000,7/8/1997,31,A
USGS,11179000,7/9/1997,28,A
USGS,11179000,7/10/1997,29,A
USGS,11179000,7/11/1997,27,A
USGS,11179000,7/12/1997,28,A
USGS,11179000,7/13/1997,31,A
USGS,11179000,7/14/1997,30,A
USGS,11179000,7/15/1997,28,A
USGS,11179000,7/16/1997,30,A
USGS,11179000,7/17/1997,27,A
USGS,11179000,7/18/1997,25,A
USGS,11179000,7/19/1997,26,A
USGS,11179000,7/20/1997,31,A
USGS,11179000,7/21/1997,30,A
USGS,11179000,7/22/1997,26,A
USGS,11179000,7/23/1997,24,A
USGS,11179000,7/24/1997,26,A
USGS,11179000,7/25/1997,24,A
USGS,11179000,7/26/1997,23,A
USGS,11179000,7/27/1997,25,A
USGS,11179000,7/28/1997,25,A
USGS,11179000,7/29/1997,23,A
USGS,11179000,7/30/1997,19,A
USGS,11179000,7/31/1997,21,A
USGS,11179000,8/1/1997,21,A
USGS,11179000,8/2/1997,21,A
USGS,11179000,8/3/1997,21,A
USGS,11179000,8/4/1997,23,A
USGS,11179000,8/5/1997,20,A
USGS,11179000,8/6/1997,18,A
USGS,11179000,8/7/1997,32,A
USGS,11179000,8/8/1997,29,A
USGS,11179000,8/9/1997,29,A
USGS,11179000,8/10/1997,32,A
USGS,11179000,8/11/1997,34,A
USGS,11179000,8/12/1997,31,A
USGS,11179000,8/13/1997,31,A
USGS,11179000,8/14/1997,28,A
USGS,11179000,8/15/1997,28,A
USGS,11179000,8/16/1997,33,A
USGS,11179000,8/17/1997,37,A
USGS,11179000,8/18/1997,39,A
USGS,11179000,8/19/1997,35,A
USGS,11179000,8/20/1997,112,A
USGS,11179000,8/21/1997,44,A
USGS,11179000,8/22/1997,25,A
USGS,11179000,8/23/1997,18,A
USGS,11179000,8/24/1997,18,A
USGS,11179000,8/25/1997,23,A
USGS,11179000,8/26/1997,25,A
USGS,11179000,8/27/1997,27,A
USGS,11179000,8/28/1997,26,A
USGS,11179000,8/29/1997,34,A
USGS,11179000,8/30/1997,33,A
USGS,11179000,8/31/1997,38,A
USGS,11179000,9/1/1997,41,A
USGS,11179000,9/2/1997,38,A
USGS,11179000,9/3/1997,33,A
USGS,11179000,9/4/1997,29,A
USGS,11179000,9/5/1997,29,A
USGS,11179000,9/6/1997,29,A
USGS,11179000,9/7/1997,34,A
USGS,11179000,9/8/1997,38,A
USGS,11179000,9/9/1997,35,A
USGS,11179000,9/10/1997,30,A
USGS,11179000,9/11/1997,28,A
USGS,11179000,9/12/1997,31,A
USGS,11179000,9/13/1997,36,A
USGS,11179000,9/14/1997,37,A
USGS,11179000,9/15/1997,39,A
USGS,11179000,9/16/1997,35,A
USGS,11179000,9/17/1997,31,A
USGS,11179000,9/18/1997,30,A
USGS,11179000,9/19/1997,30,A
USGS,11179000,9/20/1997,33,A
USGS,11179000,9/21/1997,41,A
USGS,11179000,9/22/1997,41,A
USGS,11179000,9/23/1997,35,A
USGS,11179000,9/24/1997,33,A
USGS,11179000,9/25/1997,34,A
USGS,11179000,9/26/1997,34,A
USGS,11179000,9/27/1997,35,A
USGS,11179000,9/28/1997,40,A
USGS,11179000,9/29/1997,41,A
USGS,11179000,9/30/1997,34,A
USGS,11179000,10/1/1997,28,A
USGS,11179000,10/2/1997,29,A
USGS,11179000,10/3/1997,34,A
USGS,11179000,10/4/1997,33,A
USGS,11179000,10/5/1997,31,A
